transcripts,score
"Hello everyone, um, tell me what's the next coming vacation? Bingo is Christmas, right? And what would you do or what would you like to eat for Christmas? It's a, it seems like a beautiful and delicious cake. Today I will teach you how to make this by yourself. Believe me, you can make it. It's quite easy. Number one, you need to have an instruction book like this. #2 open that book. Find the page, tell you how to make the cake. And follow it. Here I would like to expand some more. You need to get prepared for the necessary toolings. For example the the balls the mixture. As well as the special knife to make the cream flat. Also you need some ingredients, which is quite normal. Eggs, milk, flour, sugar, something like this. Then you just follow the instruction in the book and you will come to step three. Believe me, you will experience failure. And. It doesn't matter. It's not a big deal because you will then move to number 4, step four. That is, you, practice practice, try again and again. Finally, you will have a cake like this. Which is your first finished product? And you can share this cake with all the persons you loved. Uh for Christmas. Then please by now please show me your hand like this. How strong your you're willing to try this, this like very willing to try this, uh? Unlikely at all. OK, there's something in between. OK, thank you, give you a little bit challenge. Just try this and you will find the word become more lovely. Um, also, please do me a favor after you try this cake at home. Take a photo and shoot it in our we chat group. Thank you.",7.0
"Others lost to local competitors. Colleagues left for local companies. Customers requiring bigger portion of local sourcing. Which word did you hurt? Most. Just now. Yes, local. Instruments energy a global company. Localization is never to be a new topic. However, nowadays it becomes more and more critical for us. Why? Record the last recent has eh? Just measured. So today we're going to have a brainstorming. To see what we can react. To that bigger, demanding of localization. How shall we? Go together with the market trend. Instead of keeping ourselves. Restrictive. Everybody here, please write down 3 notes or three ideas from your side and type this into our we chat group. Let us check what we have. OK, pick the most important one you think. And take action. In your daily business from now on. Thank you.",6.0
"Localization. How important do you think localization is? For the business growth in Siemens Energy. Everybody please show me your hands like this. From zero to 10. 0 means no. Never important temiz Zuber important. Show me please. OK, I see most of you think. Localization is quite important for Simmons energy. Now I request all of you. To think about. One most important action you can take personally. To strengthen our localization in Siemens energy. And type this action into our we chat group. Thank you.",6.0
"Have you read the news of Lake Fire in Amazon Forest? Have you? Read the research. That more and more heavy metal was expected from the ocean animals. Have you experienced? The big flood disaster in the northern cities in China this year. All these facts reflect us, for one thing. Environment. Which I think is the biggest and most important issue our world has to face. Imagine. Every day you go to work, wearing masks to protect yourself from the air pollution. Imagine. The polar bear. Has nowhere to stand because the iceberg is mounted. Imagine the fish or the shrimps you eat into your stomach. They bring heavy metal to you and impact negatively to your health. Don't think that everything is. Not related to our life. Indeed it is. So what can we do to improve our environment? In the world we are living. I urge you. To select one tiny little thing. OK, let's pause there. Those two minutes. That's two minutes.",5.0
"Please read the top 50 news in the website. 15 years. If one page include ten news, then you need to scroll to 5 pages and then spent in average 2.5 minutes per news, which means you need to spend. Um, about the time you make a cup of coffee instant coffee to read that news, and in aggregate, it's about. 125 minutes that is 2 hours, around 2 hours to read the news.",3.0
"Please recall the most impressive news you've read or heard during this year which is related to environment. From my mind. Number one. The big disaster of flood in China. From which a lot of people lost their lives. #2 the big fire in Amazon Forest. Number three, I've always read that the polar bear is nowhere to stand because they aspergers, melting and melting. OK, will pause there.",5.0
Let's recap what we've discussed just now. We all agree that environment is super important for us human beings. And your greed that. We want to personally take a tiny action every day. To contribute to a better environment in the future. Based on that. Please leave your ideas here in the chat box. What you've got to do from today on.,5.0
"What are the things we cannot live without? What can you think about? Air. Water food. OK, these are the natural ones, what else? Electricity. Yes. Power. What does Simmons energy do? We energized society. We create power. We are our machines. We produce. The high quality gas turbines steam turbines. Turbo compressors and also. They can generate electricity. Then we transmit the electricity to every family. Next time when you take out your own smartphones. Charging it, you know you are using Siemens energies technology. Most likely. And why we do this? Yes. We want people to live better. We want the world to be cleaner. We general generate clean energy. We do clean business with high efficiency. OK, we pose their post.",5.0
"Call for zoom. My comfort zone is extended from this course. And what I've learned most about myself is that the comfort zone can be extended via practicing. What I have done through the previous weeks is that we follow the teachers instruction gathering together to participate in this program. Week by Week, week by week, and our skills is accumulated. Via proxy. My confidence is also growing. And then suddenly I realized that today. I have extended my comfort zone. For example, I can use sufficient body language in my speech. Maybe that not that perfect, but it's a good start. And I also realize that I am. A brave person as well.",4.0
"Good morning everybody, and today we're gonna have a training about the engines. So before I start um, can I ask the audience how many cylinders do you have in your vehicle? So vehicle drive from the from your home to the Chinese centers. OK. I do see some people actually have, um 4 cylinder vehicles, some have three and I do see someone have six or eight cylinders. Oh, that's really good. I think it's so people must germina sports vehicles. So have you ever wondered how the engine actually works? OK, um how it gave it a vehicle that power to run so the first one is it called the first joke is called intake. Intake is something you know. You bring the air you burn the gas mixed together and put it into the engine cylinders and the second phase is that you kind of compress compress mix of air and guessing and the third stage it can explore. It gives you power for the engines, so what's the last stage? Everybody can think of. Yes, that's right. Once you boot up the mix of air and gas means it has to be exhausted. To take the waste out to the air, that's something we could produce. OK, that's when cinders work right now. Let's imagine that it's a cylinder engine. Have 4 cylinders. You can think of that you know once you press the gas pedal pedal very gently, your vehicle is running. You know really slowly and once you wanted the vehicle to run high speed likely you in when you are in the highways, you press the. Gets better, you know dramatically. And imagine this. You know in your engine champion there is 4 little tiny. And full of muscle Mens. Lonely together like we did. And just to give the vehicle enough speed and talk to go so. And you know before I run up this Chinese sessions, I also want everybody to think about this. You know this is a typical engine. How it works folks jokes. Is there any other type of engines you know in the common technologies? Examples you know surrenders? Cannot be, you know. Just virtually. It can be arranged in no other way and we wish we shapes also works in all like the running vehicles which saw this kind of regime ascenders. So thanks for everybody. Said tension by.",5.0
"Good morning everyone. Today we're going to talk about the future of EV. We called electrical vehicles. Before I start, let's ask, let's ask everybody a very simple questions. How many peoples in this classroom Jarrett dry, uh, electric vehicles right now? OK, I do see some people raise their hands. And you know, according to the first data last year, we got a 5% of the total vehicle sales volume goes to the electrical vehicles. It's kind of like matching the size of this classroom and how many people actually raise their hands so. That's very good, but today's topic is not about seasonings. It's about how electric vehicle can change the way of every people's life. I gave you a witness sample right now. If you dry ice vehicle, we called gas vehicles. You go to the gas station, pump the gas into the vehicles and maybe after one week you have to do the same things. Once you join electric vehicles. What's the difference? You think gonna be? OK, you integrate the charging into other things immediately, example. Each week you go to the grocery store to do some shopping, go to supermarket. In a way you like. When I went there just to do the shopping, put into this and the paid payment. But once you driving electric vehicles, you can combine the charging and shopping into one things. Which means once you leave the vehicles, you can charge it once you're done with shopping. When hour later, you vehicle is fully charged and you're ready for gold, so that's how that's how. This can change every day, so. And my next question is, how do you think this year's percentage of electrical electrical vehicles? 10 percent 20%. Or maybe become true interlude really soon, thanks.",2.0
"Hi, I will win today we gonna talk about a future of electric vehicles and how much impact. Will be on our society the people's way of living. I give you a number. 5% is a total sales volume of last year. How about you go to 20% as a percent? Even half of vehicles are electrical vehicles. Imagine one seems. When you go to a supermarket. Do shopping online. And this time you do two things. First one, you go shopping as usual. Second one, you are charging vehicles so. You don't have to go to gas station to pump the gas into vehicles. You can just do it when you are shopping. Is that amazing? It's going to save you a lot of time. Line. And people think charging is not convenient things now it's very easy since it can help you life be much easy. Thanks everybody.",3.0
"Good morning everybody. Today we gonna talk about a topic. Let's first race, uh, questions. One an issue you think the world should P pay attention to. Is that the economy? Is that the COVID we are facing? Is that the energy cost is going up every day? Although global warming's you think you know a lot of sea levels going up? What are topics you can think of? OK, I can read some lips from a lot of audience that pollutions. Pollutions it's really had high linkage between the. Global warming, so how we gonna control it? You know it's a mining industry. We can ask people to turn down the heater in the winter. No people gonna suffer from that so. Another big industry we are looking forward is the electrical vehicle. Features. This one you see every day, right? It's polluting different exhaust assistance. How about we change half of vehicles, unload to electric vehicles could not produce. And people can enjoy. It's a cheap cost of energy, you know people don't have to worry about the gas surprise going, you know. Luckily high, they right now the the electrical price is kind of really consistent so. How many ended up with a question? How much percent of electric vehicles you think? If the total wedding goes to can help the environment, they do solutions.",4.0
Hello everyone. Our forecasting has. Forecast that in the next five years. Total electrical vehicles. Volume going to be go to 30 percent 30%. What that means? What impact to our societies? What are things will be changed the way people drive their vehicles? The peoples of lives. So how 30% is going to be? Means to everybody. First one is that you can see that you know when you parked vehicle in your community. In your house you will notice there are a lot of charging port when you go to supermarket. Even see your line of charging pot in there waiting for you. You will see on the vehicle on the road that's a lot of green license plate vehicles and you will notice. After 13 months. The sky gonna be much broader. So looking forward to that.,5.0
"Good morning everybody. Today we gonna talk about environment. First, let me ask questions. Do you think in the last five years? Set environment is going up. Going better. Or it's going down? Being much worse, forget about news. Just give us your daily experience. OK. Just tell expense. Don't listen to the news.",5.0
"OK, we already finished all the topic about how to protect our environment so. Before ending this Chinese, what are things we as a person can do for our environment everyday? Running backs Eagles. Yes, that's one. How about right off these sessions we work downstairs. To the Hobby Lobby, you know everybody ever taken steps not elevators follow me thanks.",4.0
"We all heard it electrical isation of automobile industry. So what's our company will do in the next five years? I will give you some examples. We will produce around 200. New models just focus on electric vehicles. Full on Cassie, which is kind of like everybody driving for commute. Um, it's a sedan and also for the big ones like the Waves we go to movies. Pic abs. All the big ones so all the weekend across all the brand we're going to offer Shively legal over Buick. We can offer Cadillac for the electrical models. So imagine this. We have a lot of choice for the customer to choose. Different brand, different segment. And also we will give you a huge. Range of the price. From afford ones to luxury ones so. Everybody, if you want a vehicle you don't have to want, you know I don't cannot find anything. On the electrical vehicles market, no worries. We will cover all of that. And the price everybody worry about the price, right? How much it cost me to hire electric vehicles? No worries, when the whole industry is going to that area. Said battery cost gonna drop dramatically. It's going to be a thing as ice vehicles. So by electric vehicles. Do it today, thanks.",6.0
"What I learned from this cross. Uh. Let me sync. Besides or the Wednesday afternoon nominees usually just enjoy the meal. You know I have to take like one hour 1/2 hour training. So um, the biggest thing I learned in flowing that is that you know, um, it combines all the technique. Maybe we saw I saw every day. Some people use it, but they didn't notice. I just know think it's great like they know answer question. You ask a question before that you have, uh, no speech or presentations and across one with candlelight. And also our questions. Or maybe, um, you know also most important thing to me is that you know the how to make number life. You know, sometimes you seem to know for me, my job is giving the numbers to the audience, right? The number is boring. People don't get what that means. I have to think about the same. You know what that number means? What 20% means what 30% means so that everybody can all OK, I got you. Thanks.",5.0
"I'd like to explain how to change a fleet flat wheel on a car in my 2 minutes. Talk. How to change a fleet wheel on a car? You can find the spare tire in the trunk. Look under the cover at the ground. If you remove the spare wheel you will find always the Jack or also the Jack. It is important to lose. This cruise before you start lifting the car. The right position of the Jack is marked with a tryangle under the bottom line at the car. List the car with turning the handle up to the point that they will have no contact to the ground. At this point you can remove all screws. Enter flat tire. Brings a spare tire in place so that the screw fit. Start drain not before all screws are in place. If the wheel is back on floor ground, you can fix this cruise with the final tightening talk. Please check the air pressure before the next trip. It is strictly recommendation as recommended to control the screws after 50 kilometers. Congratulation, you have fixed the issue. Thank you, that's it.",6.0
"Yeah Frank, were you able to record yours? Yes, this time yes, but unfortunately the first time that the time was too short. Sorry. Can I do it later on? Yes you can. I have understood that that is that I have plenty of time, but I only have 4 minutes. I know it's past spy in an absolute flash. Yeah, you know, when you have uploaded your video because you will be able to see a picture, normally it freezes on a really unattractive facial expression. For mine. I'm always like this. And it will show you that your video has uploaded. If you haven't managed to do it for any tech reasons, dropped nearly a line. If you haven't managed at the time reasons, try it. Try to do it, but we will keep it open for a couple of hours after this session and you cannot load. OK, thank you. The second one is uploaded I guess.",1.0
"Trackball. And a little sit down on the bench while I explain the next exercise to you, because now we're going to get into the juicy difficult bit. The full video is just above question and it's called make numbers come alive. And I want you to think about a number that means something to you. It can be in your work. It could be it's sports. It could be in history, it could be whatever you want. Think of a number. And how would you make that number, lie to us? How would you say it in a memorable way? How you do that is entirely up to you. I want you to think about that number and you need to present it in a memorable way. I'm gonna put.",1.0
"OK, my favorite number is 5. 5 for me means I'm together with my family. I have three boys, and. One wife, so that I'm every time complete I am if I'm together with my with my with my private community.",4.0
"OK, cooperation and teamwork is something that is runs variable in our company during meetings and all this workshop related things or topics that is very good. Getting getting decisions done. There is a very complicated situation or very complicated thing. I would like to say. Um, there is something but I I can see in mostly all huge companies. So also in Germany and also within Zeimetz.",3.0
"OK, walks with the Alps was an amazing experience though. After I walked through. Tameer, and it takes approximately 6 days, but after this six days you are so relaxed and so focused on yourself. That is a very special experience and no other vacation can give you this kind of experience in your life. That's a promise made my friend.",4.0
"OK. My name is Frank. I would like to explain you how you can change a flat wheel on your car. The topic for today how to change a flat wheel on your car? If you have the situation on the motorway on any other place you can do it by your own, you don't need um further support or emergency call. You can find the spare wheel. It's the trunk of your car. Look under the cover of the ground. If you remove the spare wheel you will find the Jack here. It is important to lose this cruels before you start lifting the car. The right position of the Jack. It's marked with a tryangle. On the bottom of your car. Please take a look and make sure that the Jack is on the right position. Lift the car with turning the handle. Up to the point that they will have no contact with the ground contract and no contract. At this point you can remove all screws. And the flat tires. You can remove the schools and remove. So flat tire. Brings a spare tire in place. So that the screws will fit. You can see that if so, if you can look through. The hole on the wheel you can push this cruel through the through the wheel. Start drain. Not before the screws are in place. If surreal is back on floor. You can fix this cruel with a final tightening talk. Please check. The pressure before the before you start with the next trip. It is strictly recommended to control this crueles after 50 kilometers. Congratulations. You have fixed this issue.",7.0
"Hello. My name is Frank. I'm a 53 years old and I'm not an enthusiast about digitalization. The Internet of Things. Is for me not seeing what I can really touch. The wells on everybody 2002 thousand. We're gonna move into the guest undress. I was very short. I mean setting everything up. I've been preparing and then being young out again, yeah?",5.0
"Hello, nice to see you. My name is Frank. I am 53 years old and I'm not into the assling about digitalization. ********. The Internet of Things. 4 and 40 years old turbine. That's what's not LinkedIn. My in my brain. Nevertheless, I give you an speech about digitalization. One my area. I'm responsible for maintenance on industrial steam turbines in Germany. According to my understanding, data analytics will be the main driver. For maintenance in the future. With Operation Data you can understood the customer and requirements so that you can find the customer. Points. Self issues is important and avoid downtown. Is the main main topic for our customers. To self money. For cooperation. The corporation can based. On a long term service contract. In this case, you can create a win win situation. With your customer. And a long and good relationship. It's quite easy to, um. It's quite easy to.",6.0
"Good morning topic for the day is sport and nutrium. That's something what we need. Our 100 percent 100% more. Transparency and attendance. Sports is very important for our body and for our mind. History wise. Our body is, uh. Created and designed for moving. We use it in the in our complete history. Unfortunately, in the present we are sitting. On chairs or driving cars. I'll stay only on one place. That makes us sick sick in body and sick in mind. It is so important that you use your body as it's designed for. Movements to run. I personally make and jogging exercise every two days. That helps me so much to come down and relax and see the nature and touch the nature. It is very important also for you to stay healthy and grow up to an old age. Change your life right now. Start to work. Walk in the buildings, use the stairs or not the elevator and go out with your partner and make a walkthrough and find out how healthy it is to walk through and make a talk with your partner. Thank you.",7.0
Qua over halfway. We're now moving on to.,1.0
The world's greatest problems are directly linked to environment. Crime. Hungry people. Drugs. Zed are totally linked and we only can change this circle. If we start environment environment on Earth totally great area. That's something that you cannot buy for money. That's something that you have to do by your own. So that is zip topic was a complete world for the next years.,7.0
You can make this presentation. Unforgettable for you. If you start changing right now. You don't forget all those impact here. You can't start. Directly to contact your neighbor and ask him for the mobile number. In this case you can change it and agreed on topics that you change. More videos.,7.0
"OK, we have heard the whole day. Very good stories and very good lessons. But how we can proceed? Let's start together to change something. We together. Consent our company directly into the future. If we stay together and makes a decision. To go for Operation data in the future with our turbines. We are prepared. 2. Make business in the future and that that is a very good point to start with. Let's do it by your own, let's change. The idea with your neighbor. And start with a telephone conference tomorrow morning at 9:00 o'clock. How we can? What we can do, what we can do directly to change it? And we will grow up. In Ebert. And order intake.",5.0
"I have learned a lot. About this course. So important point is to touch the audience to stay in contact with the audience. And not to address your your message. Frank is back, yeah? Well done every. Do we have liftoff? Were there at the top? Andrea were you able to record that video? Victor able to record. Yes, paradina give me a thumbs up and off. Able to record still uploading, yet I think it's done. All, congratulations, you have all got it. Your stomach is complete. And if you were able to record all of your videos, they will now be submitted to your research. Those of you who have a few more to fill in after the session can do that and have a couple of hours to do so. Will keep that open and you.",1.0
"Hi everyone, today's meeting goal is to review a blue team's fiscal year 22 priorities. So we have three main initiatives and we will go in detail to each of one of them. First one would be the Internet facing asset assessment. That's something we're already doing this year, but for fiscal year 22 we have Chevron Improvement Area area so we can push this topic quite further. Will build new capabilities with new assessment capabilities and we will extend the scope of the current assessment. The current AH scan tools we are using. We will use and deploy and use a risk IQ to assess and discover all Internet face assets. We will want to feed that those assets into the CMDB so our inventors are more complete. We have an additional source to check against. Show Rescue will identify risk services. It will identify configurations, misconfigurations on the system, ***** abilities, software versions which are obsolete or problematic, and need an update and so on. This is something we are already doing with different rescues. This Corcoran bit site and so on, but we hope that risk you will be quite more complete in that sense. Also, for the Internet scanning right now we are using only an infrastructure scan. And we would like to go into our application scanner that would deliver a much more thorough review on the website configuration on the application side and so on. Disable will need to a contractor license tool and then also operate it and see how to work. On top of that one. Thank you very much that covered everything we wanted for today.",4.0
"OK, good morning everyone. We go into the beside the topic pizza. It is a tool that we use to assess our. Internet dispose risks. They do evaluate our risk based on information, public information they can get and will drive deep dive into the tool. So we have the the overview with the global areas they are evaluating in the ratings detail, eh? We are able to see different evaluation areas with the specific details and then you can drill down and go into the finance area. Or you can see. Specifically, every finding you have a uh, they left all the filtering capabilities. You can filter by risk vector. You can just send you will for sure use a grade so you can filter whatever is worrying you or what you have corrected your figure and so on. And lastly, in the assets you can see all the inventor they have identified.",5.0
"I am married I'm I live in Madrid, in Spain. I was born in an area in the north of Spain, but I moved here to Madrid when I was 20 years old. I came here to finish my degreen physics and then. Life goes slightly. It goes and now I've stayed here since then. Married happily married and I moved a short time ago to the town neck in the north of Madrid. Next today, Mountainside and well really enjoying that. I work, uh, what sort of computer guy and I work in computer security have been working for healthineers for very short time. I joined in February and I've been working before that. I will. I will always worked in security during my career for close to 20 years before I was working for an in Spanish bank and that was for something like 12 years.",6.0
"#32, that's my number at the hockey team at Penguins. Why did I choose that? It's mathematically, it's a wrong number. Doesn't look like, but it's two power five that's in binary. Quite a round Number. Also, what does it recall? To me, it's friendship. It's my colleagues. I meet every weekend in the games, it's companionship. It's also competition. That's 32 means effort running suffering, but fighting with my friends.",6.0
"One thing that works well in happiness is how company and management takes care of people. And I think it's working better than any other company have been before in, and there is more concern in management on the well being of the colleague of the workmates and I think. That's really nice to have. It makes you feel eh committed and feel integrated into the company on the other side. Things that could be improved in the area while it processes. We are missing many basically processes that should be the foundations of what we do and we should be able to build on top of a solid foundation, but that is not the case right now. I mean, we're missing lots of EMM, separating them from it. They are not working expected. Scope is not good enough and we need to push hard and work hard on that topic.",7.0
"Best vacation destination. My own hometown. You need to go into their. It's lovely. It's a town in the north, Spain it say in the coast so you can have a swim in summer when it's raining. Sometimes it's rainy but really enjoyable. Has lots of history. It was founded as a city in ER 1203 so 800 years ago. Lots of words. It has been fighting there. It has big words from the 16th century. Really nice to see you can international travel. You have French next into their very nice places to visit in there as mountain you can do some hiking. You can go to the hills to the cliffs to have a swim. Lovely pacing summer and you can eat there beautifully. You can have a pictures in the afternoon. You can have a nice drink in never really enjoyable coastal area. Beautiful place to be in for sure.",6.0
Matt well. OK. Sorry about that. So seeing them in room.,1.0
"Let's see what do we have for Chris Kyle here 22 from the Blue Team site. First initiative is Internet facing asset management. For fiscal year 22, we want to improve our Internet exposure capabilities and do the assessments. Last year our focus was mainly based on security scorecard and bitsight. We will use them here too. But now we are onboarding risk you. This is an attack surface management tool that will provide us and has visibility identifying healthiness assets on the Internet and detecting misconfigurations, vulnerabilities and so on. We do want for sure to integrate those booties into folders as well as security scorecard, and it's like vulnerabilities so we can leverage, you know, the workflow lifecycle workflow it provides. We will also want to see how we can integrate how we can fit those discovered assets into the CMDB. This will help for sure improve our inventories. Where application scanner we are testing quiz where application scanner it is much better treated than the bone ability scanner. We are using our days for website analysis because quality right now is much more infrastructure focused. We also want to compare queries with nexpose nextpos. The tool variant is using and that's what we want to check, so you see how it is working with fix. Then we assess and then we insure it maintains.",6.0
"Good afternoon everyone. What we have for news for fiscal year 22 from Blue Team. First of all, Internet facing asset assessment. These people here we want to improve our Internet exposure assessment capabilities. Lasierra, where effort was focused in security score karambits right and that we will also use them this year. But we are onboarding risk IQ. That's an attack surface management tool. It will provide us enhanced visibility, identify happiness assets on the Internet and detecting misconfigurations. Another boring abilities. We want to have those ***** abilities into full use. That way we will leverage on the lifecycle management for USSA. Providing we will also want to see how to fill all this information into the CMDB to improve our inventories. Where application scanner testing we're testing quality with next post variance tool. And that way we will improve our assessment capabilities and plan for what to do next.",7.0
"What do you think the world should pay more attention to environment? Global warming economy? Crisis war? Where should we put our focus? Which should be our priority? People. People from now people. For the future we need to put them into the center. We need to do a banner sell for in all the different topics. All of them are important. War is a disaster environment. We need to take care of it economy of course. How can we prioritize putting people in the center? This will help us of course. And this also works in your day to day. How can you make people? Family, friends and any other one? How can you make them be better? Have a better life, be happier by helping others you are helping yourself? May have been others who are making the world a better place.",6.0
"How can we increase our visit rate? We did a survey. We have been analyzing and from the top 50. I've said, oh. Sites news sites. The visit last just. 2 1/2 minutes. 2 1/2 minutes. That makes it really short. It's shorter than the time to prepare a coffee and get it. It doesn't even let you have the coffee itself.",6.0
Imagine you're in the forest. You're in the middle of the trees. You're sitting listening to this part from. You're seeing the windy breeze smell expression great. You walk. Go up to a hill and then suddenly roads smoke factories noise. Is this what we want in our lives? Is this the world we want to have for our children?,7.0
"So to recap what we have been talking about, we have the four hours. First reduce this is cheaper and it's less time consuming. Option second reuse, repurpose it, use it for something else. Third, repair it. You cannot do it with your kids, it will be fun. And lastly, 4th recycle. Don't let it go to waste land.",6.0
"Hello everyone and good morning. We are cyber security operations and what do we do? Security everything in security. No, we don't do policies we don't risk operations. What kind of security? Physical security. No cyber security. So we are focused in operating security in it and out environments where 60 people global team. We have people team members in Germany, USA, Spain, Slovakia and India. And what do exactly do we have a project team? They improve our security posture. We have monitoring and detecting. They monitor the security status, they deliver information to the management and they do detection. They identify assets, they identify alerts and try to manage it. We have the incident response team for sure. So they focus in management of the incidents while they have occurred. We have the assessment team IRT I'm my own team, Blue team. We're here to improve. That's our main focus.",5.0
"For these last 10 sessions, I've learned plenty of techniques how to talk in public using my voice tone, focusing on engagement 40 and so on and so on. But about myself, what I've learned first of all, talking in public is not my thing. That's not something I like a lot. But mainly what do I have learned that I can do it? Even if no previous preparation, I can go ahead start talking if I have something to tell to say then I get. I find the money the way to say in that to get this message onto the public. And that way I got much more confidence and I feel much easier in talking to public.",7.0
"Imagine waking up in the morning. The outside temperature is 50 degrees, which is quite standard. Your thoughts are. On your hometown, which you had to leave because it was drowned under the waves because they'll sea level got higher. This is how the next generation are going to see. The effect of the environmental changes.",4.0
"So you've seen my presentation? You understand, we understand. Environmental change climate change is already here. We need just to know how it should we minimize that and how we are making our biggest effort to leave a world that can be still lived in to the next generation. So go home and think what is my personal contribution? What can I do different in order to make it happen in order to make it possible?",3.0
"So if you're asking yourself why, why your paintings? Seems a little bit EH2 dimensional and do not get the three dimensional that they should reflect. So the reason for that is that maybe you are a little bit weak with your tones on the paintings. It's really important to understand that that um plays a really important role. Within the three dimensional of the of the painting. When the while the line. Create the dimensions the tones. Create the volume. Let's for that I would like to give you some some short introduction about about the tones and about their importance. See in your completeness of painting, when for that I will demonstrate that with this drawing. So as you can see, we have a ball and. The ball is under a underlighting. And this lighting is creating this shadow so we can. We can speak on three regions of these drawings. We have the light area. We have the shadow area or the form shadow area and we have the casted shadow area. For the Indy Light shadow area we we we see the highlight. The highlight is where the light hit directly so it's completely perpendicular to the light rays. Around it we have the halftones. Which are actually the. The the medium or the average between the highlight and then the shadow. Slowly as we go away from the highlight, the halftone becomes more and more dark. And then we are reaching the split lines or the the. The core shadow this is that this is the most darkest, darkest place in the drawings in the drawing. After that we will have. We will have the midtones which are becoming more and more bright until you reach the area which is called reflected light. The reflected light is the light we receive from the environment. So if the ball is sitting on a page or is sitting on a on a on a floor, the rays of the of the light the main. Source of light hitting the floor and then coming back to the ball. It's really important to know that the brightness of this area, although although it looks really bright, it's actually much darker than the darkest part on the lighted area, and this is really important to remember and really important to implement. And then the third part we have is the cast shadow, the cut shadow. It depends on the on the the light. If the light is very strong and the edges of the of the cut shadow are very sharp as well. If the if the light source is is very fuzzy or very obscure, then also the edges are very smooth. So we have the ambient occlusion which is the darkest darkest places placed below where the. Exactly where the ball touches the floor. Here the light does not come in, so it's really, really dark. It's almost completely black. As long as we move from the front there it becomes more and more bright. This is the biggest part of that of the cast shadow, and then we are reaching the area of the soft tail which is. That the the brightest part of the of the of the casted shadow. And this is because it's it's because it's remote from their object. It is very fuzzy and very blurry. So. You learn all the all the basic.",3.0
"Research show that a visit in news website is an average, has an average of 2.5 minutes. That is actually incredible. That means that with all the news that happens in the world with all the different. Disasters and discussions that people do not dedicate more than two and a half minutes to read them to create their their opinion about this topic and to maybe read a little bit different opinion. For my perspective. It will. It only means that. The the people. Do not really care on the content they want to see only the headlines and this is even frighty more frightening, because that means that we are relating on short text which are dictated by news editors.",4.0
"They never the name of the company implies. What it does. Siemens Energy that means we are dealing with energy. We are dealing through the whole. Chain of energy from production. So we are producing gas turbines. We are producing steam turbines. We are producing generators who are. Although they all this equipment produces their energy, this energy has to be taken somewhere. This is also what we are doing. We are dealing with transmission of energy we are. Building we are manufacturing and we are selling the equipment which is necessary to deliver this energy from its production location to our home to our factories. Whoever needs this electricity. In addition, we have to think always about the future and what are we doing in order to. Be able to cope with the different demands and different changes, and therefore we also deal with renewable energies. Because this is the future. In this sense, we are dealing with solar energy. We are dealing with wind energy and with all kinds of technologies that may develop in the end to be. A sustainable source of energy which then. Can have the world independent of coal and of fossil fuel.",5.0
"We see the public transportation and traveling with bike in Europe is. Easy, think again. Let me tell you a story. My family and I just finished it a bicycle tour on the Danube and we reached Vienna and our plan was to take a bus. Back to London. I was with my wife and our two children and we booked a bus with places for the bikes on this bus. When we went to the bus station. After actually one week of trip where we really want to go back home when the driver tried to put my daughter back on the rack of the path, he just could not do that. It didn't fit. So the solution was sorry I cannot take you. We will give you your money back. But we cannot take it. I cannot take you, so we have to find a way to come back. We traveled to the. To the train station and we manage after a lot of discussion to find. Places four places in the train back to pass, uh, which is sitting the border between Germany and Austria. Unfortunately, in Austria you have to have also place for bike. The tickets lady helped us book 3. Three places on one wagon and one on the other one. So I decided with my wife. That she will take her bike and I will take care of the kids because I would. I would need to bring those bikes up. Then suddenly I got a phone call from my wife and she said that the train the second part of the train has not reached yet and she cannot. Put her bike anywhere. What should she do? I told her you have to just run two to us no matter what before the train is traveled, it's traveling. So she was running and I was waiting for her on the on the bottom of the train. On one hand, looking at the kids so the train will not close the doors and and travel and on the other hand to see that we are not missing my wife. The problem is because the train was is curved, it was not difficult to see my wife until we did the last moment she was. She was there. Luckily I just took her her bike, put it somewhere on the train and this is how we traveled. At least she did not find herself in a different country or in different zone.",6.0
"You think that traveling with bikes in Europe is easy? Think again. After a long trip along the along the Danube, you're in Austria, reached Vienna and when we tried to come back home by putting our back bikes on the on the bus which we we reserved a place in, we managed to understand that it's impossible that the system did not fit the bicycle. We had to find creative solution to come back with the train. Which almost caused us to get separated and my wife to be on a different train traveling somewhere else in Europe. The only luck was that we had our mobile phone together and she called me and explained she had a problem and that she had the time. The short time to run from one end of the train to another in order to join us and put her back on the train. So be careful when you're planning those trips.",4.0
"After we all heard. That the chances to eliminate the climate change is not possible. I believe that the world now has to address 2 main topics. One is to continue. And think how we are reducing the effect of the global warming. What can we do? What can countries do in order to minimize this effect? By creating new technologies by thinking how we are living. Pollute pollution technology to acknowledges which make pollution and how we're going to more clean energy. This is something that has to be addressed very seriously, because although maybe it will not be possible to eliminate the change, we have to be sure that we are minimizing the effect. In parallel. You also have to think from the point of view that climate change will happen and therefore we need to clean and in advance how the humankind is prepared for such changes. So when the next generation will. Experience that they will be ready to cope with this situation. And here we have to have technologies which handle for for instance the. The problem in the cities which are lying on the shores where the level of the sea is getting higher, and maybe those cities will not be able to exist anymore. So we have to think about ways to move those cities inland. We have to think about how to handle with higher temperatures and with all the effects that those higher temperatures. Have on on on the human being. So my perspective, those 22 main topics has to be addressed parallel and without any compromise.",5.0
